"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD"
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-03",,,"0.05",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-04",,,"0.04",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-05",,,"0.00",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-06",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-07",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-08",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-09",,,"0.20",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-10",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-11",,,"1.02",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-12",,,"1.10",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-13",,,"0.00",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-14",,,"0.01",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-15",,,"1.87",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-16",,,"0.00",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-17",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-18",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-19",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-20",,,"0.08",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-21",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-22",,,"0.00",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-23",,,"0.35",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-24",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-06-25",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-21",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-23","    2","1.47",,,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-24",,,"0.12",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-25",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-26",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-27",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-28",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-29",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-09-30",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-01",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-02",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-03",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-04",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-05",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-13",,,"0.09",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-14",,,"0.00",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-15",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-16",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-17",,,"0.32",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-18",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-19",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-20",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-21",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-22",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-23",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-25","    2",,,,,,,,"0.0"
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-26",,,"1.67",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-27",,,"0.00",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-29",,,"0.11",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-30",,,"1.13",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-10-31",,,"0.00",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-01",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-02",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-03",,,"0.11",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-04",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-05",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-06",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-07",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-08",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-09",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-10",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-11",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-12",,,"0.61",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-13",,,"0.03",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-14",,,"0.03",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-15",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-16",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-17",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-18",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-19",,,"0.08",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-20",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-21",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-22",,,"0.07",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-28","    6","0.10",,,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-29",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-11-30",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-01",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-02",,,"0.01",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-05",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-06",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-07",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-08",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-09",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-10",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-11",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-12",,,"0.22",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-14",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-15",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-16",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-17",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-18",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-20","    2","0.01",,,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-21",,,"0.00","0.0",,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-22",,,"0.07",,,,,,
"US1DCDC0009","WASHINGTON 2.0 SSW, DC US","2021-12-23",,,"0.00","0.0",,,,,
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-01",,,"0.00","0.0","0.0","54","36","36",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-02",,,"0.95","0.0","0.0","43","35","42",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-03",,,"0.20","0.0","0.0","57","38","38",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-04",,,"0.04","0.0","0.0","42","32","33",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-05",,,"0.00","0.0","0.0","46","32","40",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-06",,,"0.00","0.0","0.0","42","39","40",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-07",,,"0.00","0.0","0.0","43","32","36",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-08",,,"0.00","0.0","0.0","46","32","33",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-09",,,"0.00","0.0","0.0","38","31","32",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-10",,,"0.00","0.0","0.0","47","32","38",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-11",,,"0.00","0.0","0.0","48","25","29",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-12",,,"0.00","0.0","0.0","44","25","26",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-13",,,"0.00","0.0","0.0","48","25","26",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-14",,,"0.00","0.0","0.0","51","26","30",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-15",,,"0.00","0.0","0.0","55","30","34",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-16",,,"0.20","0.0","0.0","51","34","37",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-17",,,"0.00","0.0","0.0","47","35","37",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-18",,,"0.00","0.0","0.0","48","32","37",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-19",,,"0.00","0.0","0.0","45","31","37",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-20",,,"0.00","0.0","0.0","52","31","40",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-21",,,"0.00","0.0","0.0","44","23","35",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-22",,,"0.00","0.0","0.0","54","29","31",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-23",,,"0.00","0.0","0.0","50","31","32",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-24",,,"0.00","0.0","0.0","35","25","26",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-25",,,"0.00","0.0","0.0","36","26","36",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-26",,,"0.28","0.3","0.0","39","31","33",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-27",,,"0.03","0.0","0.0","41","33","41",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-28",,,"0.00","0.0","0.0","44","30","30",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-29",,,"0.00","0.0","0.0","37","24","27",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-30",,,"0.00","0.0","0.0","37","24","27",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-01-31",,,"0.08","0.8","1.0","39","27","30",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-01",,,"0.36","2.0","2.0","32","29","29",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-02",,,"0.14","1.9","2.0","33","29","32",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-03",,,"0.00","0.0","0.0","37","31","34",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-04",,,"0.00","0.0","0.0","44","30","31",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-05",,,"0.05","0.0","0.0","49","31","41",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-06",,,"0.00","0.0","0.0","56","31","38",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-07",,,"0.21","0.0","0.0","51","36","36",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-08",,,"0.28","0.0","0.0","43","24","26",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-09",,,"0.00","0.0","0.0","40","26","32",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-10",,,"0.00","0.0","0.0","52","30","34",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-11",,,"0.44","0.0","0.0","43","33","33",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-12",,,"0.00","0.0","0.0","34","28","29",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-13",,,"0.00","0.0","0.0","31","29","31",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-14",,,"0.47","0.2","0.0","31","27","29",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-15",,,"0.00","0.0","0.0","37","29","36",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-16",,,"0.95","0.0","0.0","41","35","38",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-17",,,"0.00","0.0","0.0","45","26","26",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-18",,,"0.12","0.2","0.0","38","25","27",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-19",,,"0.40","0.4","0.0","31","27","30",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-20",,,"0.02","0.0","0.0","39","27","27",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-21",,,"0.00","0.0","0.0","33","24","26",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-22",,,"0.00","0.0","0.0","40","24","33",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-23",,,"0.36","0.0","0.0","39","29","35",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-24",,,"0.00","0.0","0.0","58","30","40",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-25",,,"0.00","0.0","0.0","65","40","46",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-26",,,"0.00","0.0","0.0","56","35","42",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-27",,,"0.37","0.0","0.0","50","36","39",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-02-28",,,"0.11","0.0","0.0","55","39","46",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-01",,,"1.05","0.0","0.0","47","43","46",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-02",,,"0.06","0.0","0.0","51","31","32",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-03",,,"0.00","0.0","0.0","45","28","38",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-04",,,"0.00","0.0","0.0","60","38","44",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-05",,,"0.00","0.0","0.0","60","28","29",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-06",,,"0.00","0.0","0.0","44","29","35",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-07",,,"0.00","0.0","0.0","46","28","33",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-08",,,"0.00","0.0","0.0","48","24","35",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-09",,,"0.00","0.0","0.0","55","35","45",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-10",,,"0.00","0.0","0.0","71","44","50",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-11",,,"0.00","0.0","0.0","72","48","56",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-12",,,"0.00","0.0","0.0","79","55","62",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-13",,,"0.00","0.0","0.0","71","46","46",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-14",,,"0.00","0.0","0.0","59","38","47",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-15",,,"0.00","0.0","0.0","66","32","34",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-16",,,"0.00","0.0","0.0","48","33","41",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-17",,,"0.01","0.0","0.0","45","41","41",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-18",,,"0.20","0.0","0.0","50","41","47",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-19",,,"0.34","0.0","0.0","54","40","40",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-20",,,"0.00","0.0","0.0","51","30","33",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-21",,,"0.00","0.0","0.0","58","29","36",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-22",,,"0.00","0.0","0.0","64","33","42",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-23",,,"0.00","0.0","0.0","66","42","47",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-25",,,"1.30","0.0","0.0","69","47","47",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-26",,,"0.00","0.0","0.0","69","47","69",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-27",,,"0.00","0.0","0.0","84","47","54",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-28",,,"0.31","0.0","0.0","72","53","57",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-29",,,"0.39","0.0","0.0","73","44","45",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-30",,,"0.00","0.0","0.0","60","37","45",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-03-31",,,"0.00","0.0","0.0","70","45","62",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-01",,,"1.09","0.0","0.0","66","41","42",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-02",,,"0.00","0.0","0.0","49","31","32",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-03",,,"0.00","0.0","0.0","47","29","36",
